x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,label,match_id,turning_point
30,1,0,1,0,1,1.0,11.974,1,1,1.1530021857923503,1,2023-wimbledon-1301,1
40,1,0,1,0,1,1.0,5.609,1,0,3.484237704918032,0,2023-wimbledon-1301,0
25,1,0,1,0,1,1.0,8.518,1,0,2.955461202185791,0,2023-wimbledon-1301,0
10,1,0,1,0,1,1.0,8.859,1,1,0.05004808743169407,0,2023-wimbledon-1301,0
0,1,0,1,0,1,1.0,30.782,1,0,-2.488999453551912,1,2023-wimbledon-1301,0
10,1,0,1,0,1,1.0,6.824,1,1,-2.375109289617486,1,2023-wimbledon-1301,0
0,1,0,0,0,0,0.0,7.809,0,1,0.15759344262295102,0,2023-wimbledon-1301,0
-15,0,0,0,0,0,0.0,29.094,0,0,0.5732202185792348,1,2023-wimbledon-1301,0
0,1,0,0,0,0,0.0,6.815,0,1,3.2678202185792347,0,2023-wimbledon-1301,1
-15,0,0,0,0,0,0.0,2.678,0,1,1.077211475409836,0,2023-wimbledon-1301,1
-25,0,0,0,0,0,0.0,5.043,0,0,-1.7946426229508197,0,2023-wimbledon-1301,0
0,1,0,1,0,0,0.0,34.233,1,0,-1.2123426229508196,1,2023-wimbledon-1301,0
15,1,0,1,0,0,0.0,9.872,1,1,-0.875693442622951,1,2023-wimbledon-1301,1
30,1,0,1,0,0,0.0,6.277,1,1,1.4384234972677594,1,2023-wimbledon-1301,1
40,1,0,1,0,0,0.0,18.076,1,0,3.7597103825136604,0,2023-wimbledon-1301,0
25,1,0,1,0,0,0.0,31.727,1,0,3.1345573770491795,1,2023-wimbledon-1301,0
0,1,0,1,0,0,0.0,5.879,0,1,2.6313688524590164,0,2023-wimbledon-1301,1
0,1,0,1,0,0,0.0,1.427,0,1,0.5479469945355191,0,2023-wimbledon-1301,0
-15,0,0,1,0,0,0.0,17.838,0,0,-1.5416901639344263,1,2023-wimbledon-1301,1
0,1,0,1,0,0,0.0,61.781,0,0,1.1277918032786884,1,2023-wimbledon-1301,1
10,1,0,1,0,0,0.0,29.677,0,0,1.7173202185792347,1,2023-wimbledon-1301,1
0,1,0,1,0,1,0.5,3.341,1,1,5.793178142076502,1,2023-wimbledon-1301,0
15,1,0,1,0,1,0.5,5.528,1,0,8.67882950819672,0,2023-wimbledon-1301,0
0,1,0,1,0,1,0.5,4.227,1,1,6.695542076502732,1,2023-wimbledon-1301,0
15,1,0,1,0,1,0.5,11.654,1,1,4.895788524590164,0,2023-wimbledon-1301,0
0,1,0,1,0,1,0.5,11.34,1,1,0.034743715846994726,1,2023-wimbledon-1301,0
10,1,0,1,0,1,0.5,9.299,1,1,0.03780983606557378,0,2023-wimbledon-1301,0
0,1,0,1,0,1,0.5,31.428,1,1,0.013084153005464755,1,2023-wimbledon-1301,0
10,1,0,1,0,1,0.5,16.514,1,0,0.2114502732240437,0,2023-wimbledon-1301,0
0,1,0,1,0,1,0.5,21.882,1,1,0.2171442622950822,0,2023-wimbledon-1301,0
-10,0,0,1,0,1,0.5,18.705,1,1,-2.4288311475409836,1,2023-wimbledon-1301,0
0,1,0,1,0,1,0.5,2.109,1,1,0.24980273224043698,1,2023-wimbledon-1301,0
10,1,0,1,0,1,0.5,16.592,1,1,0.04865300546448092,1,2023-wimbledon-1301,0
0,1,0,0,0,0,0.0,1.621,0,1,4.413351366120219,0,2023-wimbledon-1301,0
-15,0,0,0,0,0,0.0,0.896,0,1,5.230506557377048,0,2023-wimbledon-1301,1
-30,0,0,0,0,0,0.0,3.619,0,1,2.6899010928961737,0,2023-wimbledon-1301,1
-40,0,0,0,0,0,0.0,9.33,0,1,0.6229688524590163,0,2023-wimbledon-1301,0
0,1,1,1,0,1,0.0,0.827,1,1,-1.8150065573770495,1,2023-wimbledon-1301,1
15,1,1,1,0,1,0.0,2.754,1,0,0.437346448087432,1,2023-wimbledon-1301,1
30,1,1,1,0,1,0.0,3.314,1,0,2.7018431693989076,0,2023-wimbledon-1301,0
15,1,1,1,0,1,0.0,35.48,1,1,2.4981311475409838,0,2023-wimbledon-1301,0
0,1,1,1,0,1,0.0,0.824,1,1,0.06069344262295061,1,2023-wimbledon-1301,0
10,1,1,1,0,1,0.0,11.674,1,0,0.031056284153005577,0,2023-wimbledon-1301,0
0,1,1,1,0,1,0.0,7.494,1,0,-2.4797103825136615,0,2023-wimbledon-1301,0
-10,0,1,1,0,1,0.0,8.235,1,1,-2.5402032786885242,0,2023-wimbledon-1301,0
0,1,0,0,0,1,0.0,8.125,0,1,-1.3347049180327868,0,2023-wimbledon-1301,0
-15,0,0,0,0,1,0.0,9.712,0,1,-3.5945879781420764,0,2023-wimbledon-1301,1
-30,0,0,0,0,1,0.0,10.788,0,1,-3.328707103825136,0,2023-wimbledon-1301,1
-40,0,0,0,0,1,0.0,33.044,0,0,-3.0864464480874316,0,2023-wimbledon-1301,1
0,1,1,1,0,0,0.0,54.924,1,0,-2.197091256830601,0,2023-wimbledon-1301,1
-15,0,1,1,0,0,0.0,6.013,1,1,-2.9292387978142074,1,2023-wimbledon-1301,0
0,1,1,1,0,0,0.0,0.761,1,1,-0.6795896174863384,1,2023-wimbledon-1301,1
15,1,1,1,0,0,0.0,57.844,1,1,1.6273475409836067,0,2023-wimbledon-1301,1
0,1,1,1,0,0,0.0,12.977,1,0,-0.8529967213114753,0,2023-wimbledon-1301,1
-10,0,1,1,0,0,0.0,9.419,1,0,-0.37470710382513644,1,2023-wimbledon-1301,0
0,1,1,1,0,0,0.0,14.306,1,1,-0.37737431693989043,1,2023-wimbledon-1301,1
10,1,1,1,0,0,0.0,46.74,1,0,-0.31533606557377025,1,2023-wimbledon-1301,0
0,1,0,1,0,0,0.0,31.199,0,1,3.681291256830601,0,2023-wimbledon-1301,1
-15,0,0,1,0,0,0.0,11.273,0,1,4.286952459016393,0,2023-wimbledon-1301,1
-30,0,0,1,0,0,0.0,22.467,0,0,1.8811021857923498,1,2023-wimbledon-1301,0
-15,0,0,1,0,0,0.0,36.689,0,1,1.9246989071038252,1,2023-wimbledon-1301,0
0,1,0,1,0,0,0.0,39.829,0,1,0.3594420765027321,1,2023-wimbledon-1301,0
10,1,0,1,0,0,0.0,30.783,0,1,2.9719830601092894,0,2023-wimbledon-1301,0
0,1,0,1,0,0,0.0,39.903,0,0,3.0999344262295083,1,2023-wimbledon-1301,0
10,1,0,1,0,0,0.0,26.961,0,1,3.072479781420765,0,2023-wimbledon-1301,0
0,1,0,1,0,0,0.0,6.211,0,1,0.6975721311475406,0,2023-wimbledon-1301,0
-10,0,0,1,0,0,0.0,20.629,0,1,-1.7642005464480874,0,2023-wimbledon-1301,0
0,1,0,1,0,1,1.0,6.367,1,0,-1.153175956284153,0,2023-wimbledon-1301,0
-15,0,0,1,0,1,1.0,4.716,1,1,-3.835218579234973,1,2023-wimbledon-1301,0
0,1,0,1,0,1,1.0,5.607,1,0,-1.5342213114754102,0,2023-wimbledon-1301,0
-15,0,0,1,0,1,1.0,2.576,1,1,-1.7912333333333332,1,2023-wimbledon-1301,0
0,1,0,1,0,1,1.0,12.352,1,1,-0.016286338797814215,1,2023-wimbledon-1301,0
10,1,0,1,0,1,1.0,29.38,1,1,2.5140590163934426,0,2023-wimbledon-1301,0
0,1,0,1,0,1,1.0,7.675,1,1,-0.37411147540983614,1,2023-wimbledon-1301,0
10,1,0,1,0,1,1.0,0.75,1,0,2.1583901639344263,1,2023-wimbledon-1301,0
0,1,0,0,0,1,0.0,17.854,0,1,2.2457284153005466,1,2023-wimbledon-1301,0
15,1,0,0,0,1,0.0,17.377,0,1,2.3274530054644806,0,2023-wimbledon-1301,0
0,1,0,0,0,1,0.0,14.452,0,1,3.3182983606557372,0,2023-wimbledon-1301,0
-15,0,0,0,0,1,0.0,13.127,0,1,0.8161934426229509,0,2023-wimbledon-1301,1
-25,0,0,0,0,1,0.0,40.298,0,1,-2.144069945355191,1,2023-wimbledon-1301,1
-10,0,0,0,0,1,0.0,50.075,0,0,-2.1530360655737706,1,2023-wimbledon-1301,0
0,1,0,0,0,1,0.0,33.142,0,0,0.40056666666666657,1,2023-wimbledon-1301,0
10,1,0,0,0,1,0.0,11.436,0,1,2.861762295081967,0,2023-wimbledon-1301,0
0,1,0,0,0,1,0.0,32.537,0,1,3.161468306010929,0,2023-wimbledon-1301,0
-10,0,0,0,0,1,0.0,15.161,0,1,0.5159475409836063,1,2023-wimbledon-1301,0
0,1,0,0,0,1,0.0,26.033,0,0,0.15411584699453554,1,2023-wimbledon-1301,0
10,1,0,0,0,1,0.0,9.834,0,1,0.07296612021857948,1,2023-wimbledon-1301,0
0,1,0,1,0,0,0.0,2.388,1,1,4.030543715846995,1,2023-wimbledon-1301,0
15,1,0,1,0,0,0.0,3.157,1,0,7.1393306010928965,1,2023-wimbledon-1301,1
30,1,0,1,0,0,0.0,9.182,1,0,7.962894535519126,1,2023-wimbledon-1301,0
40,1,0,1,0,0,0.0,9.346,1,1,8.72574043715847,1,2023-wimbledon-1301,0
0,1,0,0,0,0,0.0,8.636,0,1,8.603624043715847,1,2023-wimbledon-1301,0
15,1,0,0,0,0,0.0,1.547,0,1,9.097896721311473,0,2023-wimbledon-1301,0
0,1,0,0,0,0,0.0,4.077,0,0,6.762572677595629,0,2023-wimbledon-1301,1
-15,0,0,0,0,0,0.0,7.731,0,1,2.5579715846994535,0,2023-wimbledon-1301,1
-25,0,0,0,0,0,0.0,30.357,0,1,-1.9647131147540982,0,2023-wimbledon-1301,0
0,1,0,0,0,0,0.0,5.517,1,1,-1.886822404371584,1,2023-wimbledon-1301,1
15,1,0,0,0,0,0.0,18.229,1,0,0.353090710382514,0,2023-wimbledon-1301,0
0,1,0,0,0,0,0.0,2.83,1,0,-0.02090819672131153,1,2023-wimbledon-1301,0
15,1,0,0,0,0,0.0,32.24,1,1,2.219245901639344,1,2023-wimbledon-1301,1
25,1,0,0,0,0,0.0,9.467,1,1,2.7187661202185796,0,2023-wimbledon-1301,0
10,1,0,0,0,0,0.0,18.941,1,1,0.22564808743169404,1,2023-wimbledon-1301,0
0,1,0,0,0,0,0.0,1.087,0,1,2.9716704918032786,0,2023-wimbledon-1301,1
-15,0,0,0,0,0,0.0,7.276,0,1,0.9373071038251369,0,2023-wimbledon-1301,0
-30,0,0,0,0,0,0.0,10.946,0,0,-1.46438087431694,1,2023-wimbledon-1301,0
-15,0,0,0,0,0,0.0,28.855,0,1,1.0118693989071041,0,2023-wimbledon-1301,0
-25,0,0,0,0,0,0.0,4.713,0,0,-2.025269398907104,0,2023-wimbledon-1301,0
0,1,1,1,0,0,0.0,7.323,1,1,-1.4297377049180329,1,2023-wimbledon-1301,0
15,1,1,1,0,0,0.0,1.865,1,0,0.8347754098360655,1,2023-wimbledon-1301,1
30,1,1,1,0,0,0.0,1.945,1,0,1.046181420765027,1,2023-wimbledon-1301,1
40,1,1,1,0,0,0.0,18.845,1,1,3.4079300546448086,1,2023-wimbledon-1301,0
0,1,0,1,0,1,1.0,68.799,1,1,5.614193989071037,0,2023-wimbledon-1301,1
-1,0,0,1,0,1,1.0,5.871,1,1,3.242478142076502,1,2023-wimbledon-1301,0
0,1,0,1,0,1,1.0,51.185,1,0,2.7555792349726773,1,2023-wimbledon-1301,0
1,1,0,1,0,1,1.0,9.273,1,1,4.1792240437158465,0,2023-wimbledon-1301,0
0,1,0,1,0,1,1.0,4.948,1,1,1.189887431693989,0,2023-wimbledon-1301,0
-1,0,0,1,0,1,1.0,24.001,1,1,1.678311475409836,1,2023-wimbledon-1301,0
0,1,0,1,0,1,1.0,4.91,1,1,1.7699081967213113,1,2023-wimbledon-1301,0
1,1,0,1,0,1,1.0,10.121,1,1,0.6112699453551906,0,2023-wimbledon-1301,0
0,1,0,1,0,1,1.0,12.105,1,0,0.6095065573770493,0,2023-wimbledon-1301,0
-1,0,0,1,0,1,1.0,19.083,1,1,0.5243644808743172,1,2023-wimbledon-1301,0
0,1,0,1,0,1,1.0,4.877,1,1,0.4942797814207649,1,2023-wimbledon-1301,0
1,1,0,1,0,1,1.0,20.076,1,1,0.5374245901639345,0,2023-wimbledon-1301,0
0,1,0,1,0,1,1.0,5.514,1,1,0.49042786885245915,0,2023-wimbledon-1301,0
-1,0,0,1,0,1,1.0,28.777,1,1,0.5754939890710384,0,2023-wimbledon-1301,1
0,1,0,0,0,0,0.0,26.561,1,0,-1.3182650273224041,1,2023-wimbledon-1301,0
15,1,0,0,0,0,0.0,17.347,1,0,-1.0554513661202183,0,2023-wimbledon-1301,0
0,1,0,0,0,0,0.0,3.959,1,0,-1.291566120218579,1,2023-wimbledon-1301,1
0,1,0,0,0,0,0.0,4.131,1,1,0.9481890710382516,1,2023-wimbledon-1301,0
10,1,0,0,0,0,0.0,6.968,1,1,2.749760655737705,1,2023-wimbledon-1301,0
0,1,0,0,0,0,1.0,33.675,0,1,2.5088431693989066,1,2023-wimbledon-1301,1
15,1,0,0,0,0,1.0,9.172,0,1,5.775842076502732,0,2023-wimbledon-1301,0
0,1,0,0,0,0,1.0,52.816,0,0,3.912907103825136,0,2023-wimbledon-1301,1
-15,0,0,0,0,0,1.0,9.47,0,1,1.0672535519125685,1,2023-wimbledon-1301,1
0,1,0,0,0,0,1.0,17.922,0,1,0.24242841530054635,1,2023-wimbledon-1301,0
10,1,0,0,0,0,1.0,11.452,0,1,0.049787978142076625,0,2023-wimbledon-1301,0
0,1,0,0,0,0,1.0,8.123,0,0,0.021770491803278877,1,2023-wimbledon-1301,0
10,1,0,0,0,0,1.0,27.335,0,1,2.1874885245901634,0,2023-wimbledon-1301,0
0,1,0,0,0,0,1.0,10.23,0,1,0.12068797814207662,0,2023-wimbledon-1301,0
0,1,0,0,0,0,1.0,6.797,0,1,-2.0389475409836066,0,2023-wimbledon-1301,0
-10,0,0,0,0,0,1.0,16.698,0,1,-2.0081218579234967,0,2023-wimbledon-1301,0
0,1,1,1,0,1,0.0,22.725,1,0,-3.558272131147541,1,2023-wimbledon-1301,0
15,1,1,1,0,1,0.0,10.8,1,1,-1.104511475409836,1,2023-wimbledon-1301,1
30,1,1,1,0,1,0.0,28.877,1,1,1.2331803278688527,0,2023-wimbledon-1301,0
15,1,1,1,0,1,0.0,16.725,1,0,0.8363153005464484,0,2023-wimbledon-1301,0
0,1,1,1,0,1,0.0,11.081,1,0,0.022162841530055086,1,2023-wimbledon-1301,0
10,1,1,1,0,1,0.0,7.905,1,1,-0.1760371584699454,1,2023-wimbledon-1301,0
0,1,0,1,0,1,0.0,9.981,0,0,-0.15736885245901575,1,2023-wimbledon-1301,0
15,1,0,1,0,1,0.0,27.698,0,1,2.5609163934426227,1,2023-wimbledon-1301,0
30,1,0,1,0,1,0.0,20.258,0,0,5.731396174863387,0,2023-wimbledon-1301,0
15,1,0,1,0,1,0.0,12.132,0,1,3.742314207650273,1,2023-wimbledon-1301,0
25,1,0,1,0,1,0.0,25.215,0,1,2.2359404371584697,1,2023-wimbledon-1301,0
0,1,1,1,0,0,0.0,0.585,1,1,4.2137863387978145,1,2023-wimbledon-1301,0
15,1,1,1,0,0,0.0,1.91,1,1,4.492870491803278,1,2023-wimbledon-1301,1
30,1,1,1,0,0,0.0,26.138,1,0,7.478666666666666,1,2023-wimbledon-1301,0
25,1,1,1,0,0,0.0,0.778,1,1,8.602255737704917,1,2023-wimbledon-1301,0
0,1,0,0,0,0,1.0,17.965,0,0,8.36979726775956,1,2023-wimbledon-1301,0
15,1,0,0,0,0,1.0,1.075,0,1,8.90305737704918,0,2023-wimbledon-1301,0
0,1,0,0,0,0,1.0,4.072,0,0,6.6889775956284145,0,2023-wimbledon-1301,0
-15,0,0,0,0,0,1.0,15.125,0,0,2.6198901639344263,1,2023-wimbledon-1301,0
0,1,0,0,0,0,1.0,8.346,0,0,0.1653377049180328,0,2023-wimbledon-1301,0
-10,0,0,0,0,0,1.0,11.882,0,1,-1.9665016393442627,0,2023-wimbledon-1301,0
0,1,1,1,0,0,0.0,3.652,1,1,0.1642743169398908,1,2023-wimbledon-1301,0
15,1,1,1,0,0,0.0,13.487,1,1,2.4033103825136615,1,2023-wimbledon-1301,1
30,1,1,1,0,0,0.0,14.958,1,0,2.644609836065574,1,2023-wimbledon-1301,1
40,1,1,1,0,0,0.0,0.778,1,1,5.012896721311475,1,2023-wimbledon-1301,1
0,1,0,1,0,0,0.0,6.718,0,1,5.62403169398907,0,2023-wimbledon-1301,1
-15,0,0,1,0,0,0.0,7.631,0,1,3.763045901639344,1,2023-wimbledon-1301,1
0,1,0,1,0,0,0.0,70.044,0,1,3.0408852459016393,0,2023-wimbledon-1301,1
-15,0,0,1,0,0,0.0,42.94,0,1,0.35799180327868874,1,2023-wimbledon-1301,0
0,1,0,1,0,0,0.0,21.835,0,1,-0.06501748633879789,1,2023-wimbledon-1301,0
10,1,0,1,0,0,0.0,0.729,0,1,2.117146448087432,0,2023-wimbledon-1301,0
0,1,0,1,0,0,0.0,1.617,0,1,0.04072622950819672,0,2023-wimbledon-1301,0
-10,0,0,1,0,0,0.0,1.136,0,1,0.6418497267759563,0,2023-wimbledon-1301,0
0,1,0,1,0,1,0.5,7.308,1,0,-1.3470551912568305,1,2023-wimbledon-1301,0
15,1,0,1,0,1,0.5,12.63,1,1,-1.2094169398907102,1,2023-wimbledon-1301,0
30,1,0,1,0,1,0.5,4.239,1,0,1.1082475409836066,1,2023-wimbledon-1301,1
40,1,0,1,0,1,0.5,8.358,1,1,3.403810928961748,0,2023-wimbledon-1301,0
25,1,0,1,0,1,0.5,11.526,1,1,2.858674316939891,1,2023-wimbledon-1301,0
0,1,0,0,0,0,0.0,32.923,0,0,2.6588322404371585,1,2023-wimbledon-1301,0
15,1,0,0,0,0,0.0,16.843,0,0,2.736584699453552,0,2023-wimbledon-1301,0
0,1,0,0,0,0,0.0,8.902,0,1,0.6168387978142075,0,2023-wimbledon-1301,1
-15,0,0,0,0,0,0.0,7.188,0,1,1.08436393442623,0,2023-wimbledon-1301,0
-25,0,0,0,0,0,0.0,1.203,0,1,-1.9378765027322404,0,2023-wimbledon-1301,0
0,1,0,0,0,1,0.0,25.195,1,1,-3.473628415300546,1,2023-wimbledon-1301,0
0,1,0,0,0,1,0.0,12.946,1,1,-0.9745508196721313,0,2023-wimbledon-1301,0
-15,0,0,0,0,1,0.0,4.202,1,1,-1.2619087431693985,1,2023-wimbledon-1301,0
-10,0,0,0,0,1,0.0,40.04,1,0,0.9827885245901641,0,2023-wimbledon-1301,0
0,1,0,1,0,0,1.0,15.329,0,1,-0.6658650273224043,0,2023-wimbledon-1301,0
-15,0,0,1,0,0,1.0,6.648,0,0,-3.1869704918032786,1,2023-wimbledon-1301,1
0,1,0,1,0,0,1.0,18.285,0,1,-0.8462163934426229,0,2023-wimbledon-1301,0
-15,0,0,1,0,0,1.0,15.033,0,1,-3.133874863387978,0,2023-wimbledon-1301,1
-25,0,0,1,0,0,1.0,51.154,0,1,-2.102774316939891,1,2023-wimbledon-1301,1
-10,0,0,1,0,0,1.0,37.839,0,0,0.3734491803278691,1,2023-wimbledon-1301,0
0,1,0,1,0,0,1.0,22.348,0,1,0.8264601092896173,1,2023-wimbledon-1301,0
10,1,0,1,0,0,1.0,20.832,0,1,3.073472131147541,0,2023-wimbledon-1301,0
0,1,0,1,0,0,1.0,18.666,0,1,3.283560109289617,0,2023-wimbledon-1301,0
-10,0,0,1,0,0,1.0,17.768,0,1,0.46005300546448075,1,2023-wimbledon-1301,0
-10,0,0,1,0,0,1.0,19.741,0,1,0.06933497267759563,1,2023-wimbledon-1301,0
0,1,0,1,0,0,1.0,16.566,0,0,0.06303551912568305,1,2023-wimbledon-1301,0
10,1,0,1,0,0,1.0,1.015,0,1,2.3242021857923496,0,2023-wimbledon-1301,0
0,1,0,1,0,0,1.0,34.6,0,0,2.6580131147540986,0,2023-wimbledon-1301,1
-10,0,0,1,0,0,1.0,30.164,0,1,-0.09655792349726777,1,2023-wimbledon-1301,0
0,1,0,1,0,0,1.0,11.716,0,1,-0.01865737704918033,0,2023-wimbledon-1301,0
-10,0,0,1,0,0,1.0,11.645,0,1,-2.1220142076502735,0,2023-wimbledon-1301,0
0,1,0,1,0,1,1.0,5.839,1,1,-1.5718131147540984,1,2023-wimbledon-1301,1
15,1,0,1,0,1,1.0,5.707,1,1,0.982785792349727,0,2023-wimbledon-1301,0
-15,0,0,1,0,1,1.0,10.416,1,1,-1.4880415300546446,0,2023-wimbledon-1301,1
-25,0,0,1,0,1,1.0,6.55,1,0,-1.6987349726775953,1,2023-wimbledon-1301,0
-10,0,0,1,0,1,1.0,18.155,1,1,-0.009777595628415164,1,2023-wimbledon-1301,0
0,1,0,1,0,1,1.0,9.226,1,0,0.08539234972677566,1,2023-wimbledon-1301,0
10,1,0,1,0,1,1.0,23.988,1,0,2.670113114754098,1,2023-wimbledon-1301,0
0,1,0,0,0,1,0.0,14.05,0,1,5.809673224043715,0,2023-wimbledon-1301,0
-15,0,0,0,0,1,0.0,11.046,0,1,3.9393273224043712,1,2023-wimbledon-1301,0
0,1,0,0,0,1,0.0,13.185,0,0,3.193790710382513,0,2023-wimbledon-1301,0
-15,0,0,0,0,1,0.0,16.359,0,1,1.0975103825136612,0,2023-wimbledon-1301,1
-25,0,0,0,0,1,0.0,12.312,0,1,-2.0399590163934427,1,2023-wimbledon-1301,0
-10,0,0,0,0,1,0.0,20.628,0,1,0.020582513661202263,1,2023-wimbledon-1301,0
0,1,0,0,0,1,0.0,13.0,0,1,0.11154863387978176,0,2023-wimbledon-1301,0
-10,0,0,0,0,1,0.0,1.865,0,1,0.05646830601092902,0,2023-wimbledon-1301,0
-15,0,1,1,0,0,1.0,18.567,1,0,0.6543153005464484,1,2023-wimbledon-1301,0
0,1,1,1,0,0,1.0,2.312,1,1,0.9048196721311477,1,2023-wimbledon-1301,1
15,1,1,1,0,0,1.0,20.729,1,1,1.0601065573770492,1,2023-wimbledon-1301,1
25,1,1,1,0,0,1.0,0.0,1,1,3.5907639344262297,1,2023-wimbledon-1301,0
0,1,0,0,0,0,0.0,66.051,0,1,5.7923300546448075,1,2023-wimbledon-1301,1
30,1,0,0,0,0,0.0,6.454,0,1,7.87240819672131,0,2023-wimbledon-1301,1
15,1,0,0,0,0,0.0,5.555,0,1,5.8934295081967205,1,2023-wimbledon-1301,0
25,1,0,0,0,0,0.0,12.044,0,1,4.705334426229508,0,2023-wimbledon-1301,0
10,1,0,0,0,0,0.0,11.127,0,1,1.7634180327868851,1,2023-wimbledon-1301,0
0,1,0,1,0,0,0.0,29.269,1,1,1.899292349726776,1,2023-wimbledon-1301,0
15,1,0,1,0,0,0.0,5.17,1,0,4.598796174863387,1,2023-wimbledon-1301,1
15,1,0,1,0,0,0.0,2.559,1,1,5.045143715846995,1,2023-wimbledon-1301,0
25,1,0,1,0,0,0.0,4.559,1,1,7.959928415300547,1,2023-wimbledon-1301,0
0,1,0,0,0,1,0.0,6.958,0,1,7.800628415300545,0,2023-wimbledon-1301,0
-15,0,0,0,0,1,0.0,21.572,0,1,5.621518032786884,1,2023-wimbledon-1301,0
0,1,0,0,0,1,0.0,1.796,0,1,4.626424043715845,0,2023-wimbledon-1301,0
-15,0,0,0,0,1,0.0,14.401,0,1,2.591969945355191,0,2023-wimbledon-1301,1
-25,0,0,0,0,1,0.0,28.05,0,0,-1.9282502732240439,0,2023-wimbledon-1301,0
0,1,0,1,0,1,0.5,8.178,1,0,0.033527868852458995,1,2023-wimbledon-1301,1
15,1,0,1,0,1,0.5,9.464,1,0,0.1801743169398911,1,2023-wimbledon-1301,0
30,1,0,1,0,1,0.5,15.671,1,1,2.4729355191256834,0,2023-wimbledon-1301,0
15,1,0,1,0,1,0.5,35.211,1,1,2.182424043715847,1,2023-wimbledon-1301,0
25,1,0,1,0,1,0.5,6.304,1,1,3.41873387978142,0,2023-wimbledon-1301,0
10,1,0,1,0,1,0.5,18.374,1,0,0.9456065573770491,0,2023-wimbledon-1301,0
0,1,0,1,0,1,0.5,9.086,1,1,-1.68642131147541,1,2023-wimbledon-1301,0
10,1,0,1,0,1,0.5,3.861,1,1,0.9063934426229505,1,2023-wimbledon-1301,0
0,1,0,1,0,0,1.0,14.701,0,1,-0.0014153005464478839,0,2023-wimbledon-1301,0
-15,0,0,1,0,0,1.0,10.826,0,0,0.3998573770491803,1,2023-wimbledon-1301,0
0,1,0,1,0,0,1.0,26.067,0,1,2.9951010928961748,0,2023-wimbledon-1301,0
-15,0,0,1,0,0,1.0,17.319,0,1,0.6750584699453552,1,2023-wimbledon-1301,0
0,1,0,1,0,0,1.0,31.781,0,0,-0.11739344262295082,1,2023-wimbledon-1301,1
10,1,0,1,0,0,1.0,6.414,0,0,2.1589054644808745,1,2023-wimbledon-1301,0
0,1,0,1,0,1,0.5,36.084,1,0,3.9771295081967213,0,2023-wimbledon-1301,1
